Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64448663,03/24/2025 12:04:54 PM,03/24/2025 12:41:31 PM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10027,18 MT MORRIS PARK WEST,MT MORRIS PARK WEST,WEST  121 STREET,WEST  122 STREET,WEST  121 STREET,WEST  122 STREET,ADDRESS,NEW YORK,MOUNT MORRIS PARK WEST,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 12:41:34 PM,11 MANHATTAN,1017190001,MANHATTAN,999341,232509,ONLINE,Marcus Garvey Park,MANHATTAN,,,,,,,,40.80484651053699,-73.94548930106254,"(40.80484651053699, -73.94548930106254)"
64451514,03/24/2025 12:01:47 PM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10016,11E EAST   32 STREET,EAST   32 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   32 STREET,,In Progress,,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",03/24/2025 02:40:11 PM,05 MANHATTAN,,MANHATTAN,988478,211372,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.74684287943657,-73.98474119946196,"(40.74684287943657, -73.98474119946196)"
64447442,03/24/2025 12:01:37 PM,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Used Car Dealer,Business,11210,2740 NOSTRAND AVENUE,NOSTRAND AVENUE,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,NOSTRAND AVENUE,,In Progress,,"The Department of Consumer and Worker Protection (DCWP) sent you a complaint form.  To help you, DCWP must get the completed form and any requested documents within 30 days.  You can send requested information by email, fax, or mail. Contact information is on the complaint form.  You may also be able to submit requested information at nyc.gov/dcwp. You must enter your NYC311 Service Request number.  If you didn't receive the complaint form within 15 days from the date you filed your Service Request, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.  DCWP will contact you about 30 days after getting your completed form and documents.",03/27/2025 11:51:23 AM,14 BROOKLYN,3076650078,BROOKLYN,999465,164376,PHONE,Unspecified,BROOKLYN,,,,,,,,40.617837528859,-73.94519537092374,"(40.617837528859, -73.94519537092374)"
64450848,03/24/2025 12:01:22 PM,03/24/2025 12:01:22 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10027,301 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,03/24/2025 12:00:00 AM,09 MANHATTAN,1019520011,MANHATTAN,997392,234703,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.81087154694672,-73.95252505166603,"(40.81087154694672, -73.95252505166603)"
64447848,03/24/2025 12:00:34 PM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10025,8 MANHATTAN AVENUE,MANHATTAN AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,03/24/2025 12:00:00 AM,07 MANHATTAN,1018360019,MANHATTAN,994193,228941,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.795060618642175,-73.96408984249128,"(40.795060618642175, -73.96408984249128)"
64446563,03/24/2025 12:00:34 PM,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10025,8 MANHATTAN AVENUE,MANHATTAN AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,03/24/2025 12:00:00 AM,07 MANHATTAN,1018360019,MANHATTAN,994193,228941,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.795060618642175,-73.96408984249128,"(40.795060618642175, -73.96408984249128)"
64453333,03/24/2025 11:59:07 AM,03/24/2025 12:54:39 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10025,100 WEST   94 STREET,WEST   94 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   94 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/24/2025 12:54:43 PM,07 MANHATTAN,1012240029,MANHATTAN,992959,227673,PHONE,Unspecified,MANHATTAN,SUV,,,,,,,40.79158160376064,-73.968548203077,"(40.79158160376064, -73.968548203077)"
64454350,03/24/2025 11:57:30 AM,03/24/2025 12:53:13 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10025,983 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  108 STREET,WEST  109 STREET,WEST  108 STREET,WEST  109 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/24/2025 12:53:16 PM,07 MANHATTAN,1018630002,MANHATTAN,994038,231426,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80188143924077,-73.9646460185069,"(40.80188143924077, -73.9646460185069)"
64448690,03/24/2025 11:57:14 AM,03/24/2025 12:52:52 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,8 MANHATTAN AVENUE,MANHATTAN AVENUE,WEST  100 STREET,WEST  101 STREET,WEST  100 STREET,WEST  101 STREET,ADDRESS,NEW YORK,MANHATTAN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/24/2025 12:52:55 PM,07 MANHATTAN,1018360019,MANHATTAN,994193,228941,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.795060618642175,-73.96408984249128,"(40.795060618642175, -73.96408984249128)"
64446251,03/24/2025 11:54:49 AM,03/24/2025 12:54:41 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10025,COLUMBUS AVENUE,COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   94 STREET,COLUMBUS AVENUE,WEST   94 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/24/2025 12:54:44 PM,07 MANHATTAN,,MANHATTAN,992979,227665,PHONE,Unspecified,MANHATTAN,SUV,,,,,,,40.7915596261848,-73.96847598521794,"(40.7915596261848, -73.96847598521794)"
64447758,03/24/2025 11:50:08 AM,03/26/2025 03:34:58 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,2670 BROADWAY,BROADWAY,,,,,ADDRESS,NEW YORK,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",03/26/2025 12:00:00 AM,07 MANHATTAN,1018730042,MANHATTAN,992783,230086,PHONE,Unspecified,MANHATTAN,,,,,,,,40.798204806502795,-73.96918074577617,"(40.798204806502795, -73.96918074577617)"
64450129,03/24/2025 11:47:21 AM,03/26/2025 04:28:56 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10027,2167 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,,,,,ADDRESS,NEW YORK,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,03/26/2025 12:00:00 AM,10 MANHATTAN,1019130061,MANHATTAN,998996,234804,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81114623218292,-73.94673044541983,"(40.81114623218292, -73.94673044541983)"
64451978,03/24/2025 11:47:00 AM,03/24/2025 01:15:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11210,27 HUBBARD PLACE,HUBBARD PLACE,E 38 ST,E 39 ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",03/24/2025 01:15:00 PM,18 BROOKLYN,3078080001,BROOKLYN,1001518,166885,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62472044551828,-73.93779402257867,"(40.62472044551828, -73.93779402257867)"
64449529,03/24/2025 11:40:27 AM,03/25/2025 03:26:31 PM,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,10025,550 CATHEDRAL PARKWAY,CATHEDRAL PARKWAY,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,CATHEDRAL PARKWAY,,Closed,,The Department of Sanitation collected the requested items.,03/24/2025 11:58:20 AM,07 MANHATTAN,1018810056,MANHATTAN,993694,232130,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8038141003626,-73.96588754649343,"(40.8038141003626, -73.96588754649343)"
64463383,03/24/2025 11:35:00 AM,03/25/2025 03:50:00 AM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10027,237 WEST  127 STREET,WEST  127 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,ADDRESS,NEW YORK,,,Closed,,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,03/25/2025 12:00:00 PM,10 MANHATTAN,1019330001,MANHATTAN,998499,234668,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8107737656108,-73.94852613371023,"(40.8107737656108, -73.94852613371023)"
64458096,03/24/2025 11:32:00 AM,03/25/2025 03:50:00 AM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10027,237 WEST  127 STREET,WEST  127 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,ADDRESS,NEW YORK,,,Closed,,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,03/25/2025 12:00:00 PM,10 MANHATTAN,1019330001,MANHATTAN,998499,234668,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8107737656108,-73.94852613371023,"(40.8107737656108, -73.94852613371023)"
64452716,03/24/2025 11:28:18 AM,03/25/2025 08:10:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10025,COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   97 STREET,WEST  100 STREET,,,BLOCKFACE,MANHATTAN,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,03/25/2025 08:10:00 AM,07 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,
64449110,03/24/2025 11:23:32 AM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,11210,2121 BAY AVENUE,BAY AVENUE,EAST   21 STREET,EAST   22 STREET,EAST   21 STREET,EAST   22 STREET,ADDRESS,BROOKLYN,BAY AVENUE,,In Progress,,,,14 BROOKLYN,3076750072,BROOKLYN,997256,163580,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61565619219155,-73.95315374953596,"(40.61565619219155, -73.95315374953596)"
64454217,03/24/2025 11:20:46 AM,03/25/2025 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,,11210,3511 FARRAGUT ROAD,FARRAGUT ROAD,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",03/25/2025 12:00:00 AM,17 BROOKLYN,3049990005,BROOKLYN,1000069,171207,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.63658612579249,-73.94300374583985,"(40.63658612579249, -73.94300374583985)"
64451515,03/24/2025 11:19:30 AM,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,10025,270 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,,In Progress,,,,07 MANHATTAN,1018887504,MANHATTAN,991666,229971,PHONE,Unspecified,MANHATTAN,Car Service,,"270 RIVERSIDE DRIVE, MANHATTAN (NEW YORK), NY, 10025",,,,,40.79789017088008,-73.97321522232393,"(40.79789017088008, -73.97321522232393)"
64452088,03/24/2025 11:18:37 AM,03/24/2025 11:45:52 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10027,63 WEST  125 STREET,WEST  125 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  125 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 11:45:56 AM,10 MANHATTAN,1017230009,MANHATTAN,999633,233417,MOBILE,Unspecified,MANHATTAN,Car,,,,,,,40.80733821611514,-73.94443247795031,"(40.80733821611514, -73.94443247795031)"
64446489,03/24/2025 11:14:29 AM,03/26/2025 03:34:58 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,160 CLAREMONT AVENUE,CLAREMONT AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,03/26/2025 12:00:00 AM,09 MANHATTAN,1019930047,MANHATTAN,995018,235700,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81361124654964,-73.96109943085162,"(40.81361124654964, -73.96109943085162)"
64451318,03/24/2025 11:14:25 AM,04/03/2025 12:03:03 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11210,3310 AVENUE H,AVENUE H,,,,,ADDRESS,BROOKLYN,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",04/03/2025 12:00:00 AM,17 BROOKLYN,3075790029,BROOKLYN,999679,169479,PHONE,Unspecified,BROOKLYN,,,,,,,,40.631843821547065,-73.94441287613809,"(40.631843821547065, -73.94441287613809)"
64454278,03/24/2025 11:10:54 AM,03/24/2025 11:10:54 AM,DOB,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,10016,350 EAST   30 STREET,EAST   30 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,03/24/2025 12:00:00 AM,06 MANHATTAN,1009357501,MANHATTAN,990840,209475,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.741634644247206,-73.97621862921231,"(40.741634644247206, -73.97621862921231)"
64446182,03/24/2025 11:06:40 AM,03/24/2025 11:44:54 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10027,157 WEST  124 STREET,WEST  124 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  124 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 11:44:57 AM,10 MANHATTAN,1019090007,MANHATTAN,998780,233568,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80775411330977,-73.94751341515938,"(40.80775411330977, -73.94751341515938)"
64448621,03/24/2025 10:59:00 AM,03/24/2025 11:35:00 AM,DEP,Department of Environmental Protection,Water System,No Water (WNW),,10016,419 3 AVENUE,3 AVENUE,E 29 ST,E 30 ST,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,03/24/2025 11:35:00 AM,06 MANHATTAN,1009100003,MANHATTAN,989724,209899,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.742799179706516,-73.98024559960415,"(40.742799179706516, -73.98024559960415)"
64454743,03/24/2025 10:58:28 AM,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10027,141 WEST  127 STREET,WEST  127 STREET,,,,,ADDRESS,NEW YORK,,,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,03/24/2025 12:00:00 AM,10 MANHATTAN,1019120010,MANHATTAN,999263,234242,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80960324881056,-73.94576717180661,"(40.80960324881056, -73.94576717180661)"
64450826,03/24/2025 10:49:50 AM,03/24/2025 12:23:06 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10027,144 WEST  131 STREET,WEST  131 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  131 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/24/2025 12:23:09 PM,10 MANHATTAN,1019150053,MANHATTAN,999742,235156,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.812111097409755,-73.94403472746421,"(40.812111097409755, -73.94403472746421)"
64447730,03/24/2025 10:49:19 AM,03/26/2025 03:33:10 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,225 WEST  123 STREET,WEST  123 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,03/26/2025 12:00:00 AM,10 MANHATTAN,1019290017,MANHATTAN,998026,233686,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80807919847091,-73.9502368396467,"(40.80807919847091, -73.9502368396467)"
64453115,03/24/2025 10:48:40 AM,03/25/2025 12:37:43 PM,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Car Wash,Business,11210,1218 EAST   21 STREET,EAST   21 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,EAST   21 STREET,,Closed,,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the Department of Sanitation (DSNY). NYC311 can help you file a complaint or contact the agency for further assistance.,03/25/2025 12:37:46 PM,14 BROOKLYN,3076020001,BROOKLYN,996739,166602,PHONE,Unspecified,BROOKLYN,,,,,,,,40.623951695994265,-73.95501033861545,"(40.623951695994265, -73.95501033861545)"
64448793,03/24/2025 10:45:40 AM,03/25/2025 08:02:57 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10016,161 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,03/25/2025 12:00:00 AM,06 MANHATTAN,1008867505,MANHATTAN,989381,210325,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74396864895252,-73.98148308229071,"(40.74396864895252, -73.98148308229071)"
64450779,03/24/2025 10:35:03 AM,03/24/2025 12:52:53 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10027,BROADWAY,BROADWAY,BROADWAY,WEST  120 STREET,BROADWAY,WEST  120 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 12:52:56 PM,09 MANHATTAN,,MANHATTAN,994754,234578,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81053198701492,-73.96205491521049,"(40.81053198701492, -73.96205491521049)"
64449538,03/24/2025 10:35:00 AM,03/27/2025 06:30:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10016,141 EAST   33 STREET,EAST   33 STREET,LEXINGTON AVE,3 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",03/27/2025 06:30:00 AM,06 MANHATTAN,1008890022,MANHATTAN,989802,210934,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.745639947197866,-73.97996326129724,"(40.745639947197866, -73.97996326129724)"
64446476,03/24/2025 10:34:48 AM,03/25/2025 10:20:39 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,330 WEST   95 STREET,WEST   95 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",03/25/2025 12:00:00 AM,07 MANHATTAN,1012530041,MANHATTAN,991197,228948,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79508269493676,-73.97491019376804,"(40.79508269493676, -73.97491019376804)"
64445842,03/24/2025 10:34:00 AM,03/26/2025 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11210,1482 BROOKLYN AVENUE,BROOKLYN AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,03/26/2025 12:00:00 AM,17 BROOKLYN,3049990047,BROOKLYN,1000256,171448,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.63724728334523,-73.94232940866465,"(40.63724728334523, -73.94232940866465)"
64451234,03/24/2025 10:31:44 AM,03/26/2025 03:33:22 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10016,115 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",03/26/2025 12:00:00 AM,06 MANHATTAN,1008830066,MANHATTAN,989095,209807,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74254702963097,-73.98251558138196,"(40.74254702963097, -73.98251558138196)"
64447448,03/24/2025 10:26:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10016,41 PARK AVENUE,PARK AVENUE,E 36 ST,E 37 ST,,,ADDRESS,NEW YORK,,N/A,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,04/02/2025 02:32:00 PM,06 MANHATTAN,1008920001,MANHATTAN,989723,211999,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74856315385953,-73.98024749949877,"(40.74856315385953, -73.98024749949877)"
64447695,03/24/2025 10:25:04 AM,03/27/2025 09:59:58 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10027,364 WEST  127 STREET,WEST  127 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",03/27/2025 12:00:00 AM,09 MANHATTAN,1019530055,MANHATTAN,997426,235252,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81237834836466,-73.95240115039357,"(40.81237834836466, -73.95240115039357)"
64446207,03/24/2025 10:23:42 AM,03/24/2025 10:53:19 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10016,150 EAST   38 STREET,EAST   38 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   38 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/24/2025 10:53:23 AM,06 MANHATTAN,1008930058,MANHATTAN,990548,212031,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74865043670663,-73.97726997780241,"(40.74865043670663, -73.97726997780241)"
64451839,03/24/2025 10:23:24 AM,03/24/2025 11:11:54 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11210,1485 EAST   23 STREET,EAST   23 STREET,BAY AVENUE,AVENUE O,BAY AVENUE,AVENUE O,ADDRESS,BROOKLYN,EAST   23 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/24/2025 11:11:57 AM,14 BROOKLYN,3076770086,BROOKLYN,997782,163059,PHONE,Unspecified,BROOKLYN,,,,,,,,40.614225367396806,-73.95126019713206,"(40.614225367396806, -73.95126019713206)"
64449073,03/24/2025 10:21:56 AM,03/25/2025 08:27:34 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11210,4202 AVENUE J,AVENUE J,,,,,ADDRESS,BROOKLYN,,,Closed,,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",03/25/2025 12:00:00 AM,18 BROOKLYN,3077900029,BROOKLYN,1002183,167969,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62769447595695,-73.93539555767445,"(40.62769447595695, -73.93539555767445)"
